,personal__score,personal__credit_limit,personal__credit_utilisation,personal__number_of_accounts,personal__age_of_oldest_account,personal__missed_payments_last_12m,personal__year_of_birth,company__liabilities,company__score,company__opinion,company__turnover,company__number_of_employees,company__region,company__assets,company__year_of_incorporation,loan_amount,outcome,loan_duration
1086,51,5000,0.2,0,17,0,1991,48000.0,94,Outstanding,0.0,204,West Midlands,3095000.0,2016,20000,False,360
1087,77,5000,0.2,1,10,0,1984,40000.0,85,Outstanding,13643000.0,5927,Yorkshire and the Humber,5876000.0,1981,15000,False,360
1088,26,5000,0.2,1,12,0,2004,199000.0,49,Outstanding,13291000.0,6246,South West,11969000.0,2007,65000,False,360
1089,100,5000,0.2,10,12,4,1956,42000.0,80,Outstanding,148586000.0,2968,South West,5493000.0,1970,5000,False,360
1090,93,0,0.2,8,26,0,1998,16000.0,99,Outstanding,14799000.0,425,West Midlands,26040000.0,1995,5000,False,360
1091,99,5000,0.2,8,6,1,1947,133000.0,60,Outstanding,281000.0,19,Yorkshire and the Humber,265000.0,2014,5000,False,360
1092,50,1000,0.2,6,14,0,1954,0.0,42,Outstanding,57000.0,1,West Midlands,18000.0,2019,10000,False,360
1093,40,5000,0.2,1,25,0,1930,49000.0,68,Outstanding,56354000.0,2190,South West,655000.0,1974,20000,False,360
1094,92,5000,0.2,7,2,5,1912,80000.0,65,Outstanding,17874000.0,42,London,0.0,2003,5000,False,360
1095,78,0,0.2,7,7,2,1935,84000.0,99,Outstanding,176390000.0,6758,South East,17494000.0,2013,20000,False,360
1096,92,5000,0.2,7,11,0,1957,95000.0,99,Outstanding,359892000.0,1995,North East,22461000.0,1972,65000,False,360
1097,99,1000,0.2,9,22,0,2008,0.0,48,Outstanding,1014000.0,110,North West,165000.0,2002,5000,False,360
1098,72,1000,0.2,10,9,0,1931,100000.0,99,Outstanding,58847000.0,16112,London,6915000.0,1971,5000,False,360
1099,94,1000,0.2,2,18,0,1920,30000.0,70,Outstanding,4639000.0,5596,Northern Ireland,4652000.0,1999,5000,False,360
1100,96,1000,0.2,6,25,0,1952,419000.0,40,Outstanding,96096000.0,340,Scotland,0.0,1997,10000,False,360
1101,87,5000,0.2,3,12,0,1924,0.0,99,Outstanding,290834000.0,2461,London,4206000.0,1977,60000,False,360
1102,79,0,0.2,1,22,6,1913,43000.0,99,Outstanding,41535000.0,15153,Scotland,4497000.0,1995,5000,False,360
1103,51,1000,0.2,4,26,0,1911,104000.0,82,Outstanding,15561000.0,6821,Scotland,5707000.0,1986,5000,False,360
1104,100,1000,0.2,6,3,0,1944,31000.0,49,Outstanding,32532000.0,69,East,1584000.0,2011,5000,False,360
1105,99,0,0.2,2,23,0,1987,0.0,72,Outstanding,725513000.0,860,London,100711000.0,1983,65000,False,360
1106,54,0,0.2,2,19,0,2003,24000.0,49,Outstanding,656000.0,25,East,26000.0,1984,5000,False,360
1107,95,0,0.2,8,7,0,2000,41000.0,65,Outstanding,679747000.0,2420,North West,3100000.0,2018,65000,False,360
1108,87,1000,0.2,3,10,0,1955,14000.0,68,Outstanding,18738000.0,252,South East,0.0,2002,5000,False,360
1109,72,1000,0.2,2,22,5,1928,17000.0,99,Outstanding,769229000.0,125,Wales,68283000.0,1975,5000,False,360
1110,99,5000,0.2,8,19,0,1997,261000.0,42,Outstanding,5376000.0,378,Yorkshire and the Humber,233000.0,1974,5000,False,360
1111,86,1000,0.2,9,26,0,1904,16000.0,71,Outstanding,77078000.0,1770,Ireland,568000.0,1988,60000,False,360
1112,22,5000,0.2,3,28,0,1973,79000.0,62,Outstanding,6927000.0,323,Wales,655000.0,1973,5000,False,360
1113,91,1000,0.2,9,9,3,1973,147000.0,36,Outstanding,2462000.0,15,East,74000.0,2003,25000,True,360
1114,95,5000,0.2,6,16,2,2004,0.0,86,Outstanding,69532000.0,192,South East,3182000.0,1990,20000,False,360
1115,74,0,0.2,1,22,0,1911,240000.0,87,Outstanding,16426000.0,247,North West,6963000.0,1977,65000,False,360
1116,80,1000,0.2,7,21,1,1962,123000.0,49,Outstanding,56958000.0,93,Ireland,13808000.0,1994,60000,False,360
1117,84,5000,0.2,4,21,2,1949,45000.0,89,Outstanding,35699000.0,4534,North East,254000.0,1999,15000,False,360
1118,90,0,0.2,0,19,3,1922,191000.0,42,Outstanding,657000.0,16,Scotland,115000.0,2014,5000,False,360
1119,62,0,0.2,5,8,1,1962,23000.0,66,Outstanding,266164000.0,427,Ireland,136270000.0,1975,5000,False,360
1120,98,0,0.2,5,11,0,1946,48000.0,49,Outstanding,42000.0,1,Yorkshire and the Humber,12000.0,1974,65000,False,360
1121,94,0,0.2,10,13,0,1937,37000.0,99,Outstanding,559632000.0,853,East Midlands,15015000.0,2016,20000,False,360
1122,31,0,0.2,2,18,0,1937,292000.0,58,Outstanding,1307000.0,64,Northern Ireland,173000.0,1987,60000,False,360
1123,71,5000,0.2,0,4,2,1936,0.0,67,Outstanding,65048000.0,36,South West,31667000.0,1985,5000,False,360
1124,87,0,0.2,10,20,5,1968,0.0,54,Outstanding,835082000.0,175,Northern Ireland,0.0,1970,65000,False,360
1125,81,0,0.2,7,20,0,1963,14000.0,99,Outstanding,11456000.0,180,Wales,1550000.0,2015,5000,False,360
1126,38,0,0.2,7,19,0,1921,105000.0,99,Outstanding,125891000.0,717,Northern Ireland,2859000.0,1992,65000,False,360
1127,96,1000,0.2,3,22,1,2016,96000.0,70,Outstanding,0.0,3,North West,0.0,2013,10000,False,360
1128,92,1000,0.2,9,24,0,2009,0.0,85,Outstanding,46187000.0,1184,West Midlands,6959000.0,1986,65000,False,360
1129,74,1000,0.2,10,4,4,1947,0.0,44,Outstanding,13649000.0,17,East Midlands,127000.0,2017,5000,False,360
1130,41,5000,0.2,5,26,0,1984,13000.0,99,Outstanding,15551000.0,1437,Scotland,486000.0,1991,5000,False,360
1131,90,0,0.2,9,11,2,1964,0.0,99,Outstanding,16564000.0,9974,South West,463144000.0,1987,5000,False,360
1132,40,5000,0.2,4,10,0,1985,0.0,46,Outstanding,16654000.0,70,Yorkshire and the Humber,396000.0,2008,5000,False,360
1133,96,0,0.2,0,10,0,1969,26000.0,73,Outstanding,364174000.0,38,Yorkshire and the Humber,319000.0,2012,5000,False,360
1134,98,1000,0.2,1,22,0,1938,180000.0,59,Outstanding,97824000.0,583,London,9689000.0,1986,5000,False,360
1135,52,5000,0.2,2,7,0,1928,0.0,49,Outstanding,6820000.0,28,East Midlands,265000.0,1981,5000,False,360
1136,59,5000,0.2,7,7,1,1983,109000.0,99,Outstanding,20115000.0,17184,East,64999000.0,2001,5000,False,360
1137,99,5000,0.2,8,13,0,1987,74000.0,99,Outstanding,64183000.0,5988,Wales,6880000.0,2004,65000,False,360
1138,77,1000,0.2,8,14,2,1973,203000.0,62,Outstanding,166453000.0,375,Scotland,2039000.0,1990,65000,False,360
1139,48,0,0.2,1,21,0,2007,105000.0,55,Outstanding,28166000.0,954,North East,65547000.0,1981,20000,False,360
1140,84,1000,0.2,8,22,1,2014,0.0,99,Outstanding,34810000.0,6991,North West,9986000.0,1999,20000,False,360
1141,97,0,0.2,7,24,0,2000,293000.0,61,Outstanding,38444000.0,444,West Midlands,0.0,1970,5000,False,360
1142,16,0,0.2,1,22,0,1959,0.0,99,Outstanding,623080000.0,50,Scotland,25470000.0,1973,15000,False,360
1143,89,0,0.2,9,20,2,1933,135000.0,90,Outstanding,10409000.0,5940,London,5686000.0,2018,5000,False,360
1144,31,0,0.2,3,13,0,1945,0.0,55,Outstanding,236569000.0,5520,South West,3613000.0,1975,10000,False,360
1145,81,0,0.2,0,8,2,1984,44000.0,56,Outstanding,20629000.0,47,West Midlands,160000.0,2004,65000,False,360
1146,93,0,0.2,1,20,0,2011,98000.0,43,Outstanding,22000.0,2,East Midlands,0.0,2009,5000,False,360
1147,81,5000,0.2,0,12,6,2006,97000.0,67,Outstanding,2681000.0,7,North West,187000.0,2002,5000,False,360
1148,96,5000,0.2,4,16,3,1928,23000.0,88,Outstanding,76535000.0,89,London,6018000.0,1973,5000,False,360
1149,100,5000,0.2,0,6,6,1976,47000.0,58,Outstanding,1211000.0,8,North East,29000.0,2016,5000,False,360
1150,94,0,0.2,4,14,0,1920,48000.0,47,Outstanding,429000.0,10,North East,46000.0,1970,5000,False,360
1151,89,5000,0.2,10,6,3,1962,93000.0,61,Outstanding,119012000.0,1817,East,10275000.0,2004,15000,False,360
1152,49,5000,0.2,5,22,0,2013,0.0,91,Outstanding,18578000.0,67,London,1563000.0,2018,5000,False,360
1153,61,0,0.2,10,15,0,1996,133000.0,57,Outstanding,1238000.0,73,South East,179000.0,2009,65000,False,360
1154,98,0,0.2,0,4,6,1960,217000.0,75,Outstanding,17365000.0,2449,London,1701000.0,2010,5000,False,360
1155,56,1000,0.2,7,8,0,1994,0.0,80,Outstanding,7149000.0,434,North West,12365000.0,1979,5000,False,360
1156,96,0,0.2,10,5,4,1942,32000.0,83,Outstanding,6011000.0,158,South West,706000.0,1992,5000,False,360
1157,59,1000,0.2,2,20,0,1975,13000.0,99,Outstanding,75977000.0,3484,West Midlands,0.0,1978,65000,False,360
1158,57,5000,0.2,9,26,0,1969,31000.0,88,Outstanding,3343000.0,474,East,651000.0,2013,65000,False,360
1159,93,1000,0.2,7,7,6,1937,246000.0,51,Outstanding,693000.0,32,Yorkshire and the Humber,0.0,1981,20000,False,360
1160,100,5000,0.2,0,8,4,2015,93000.0,68,Outstanding,9031000.0,74,East,208000.0,2011,65000,False,360
1161,75,0,0.2,9,13,1,2004,89000.0,83,Outstanding,7652000.0,28,South East,133000.0,2006,5000,False,360
1162,100,1000,0.2,6,16,2,1973,124000.0,41,Outstanding,8023000.0,1305,North East,2396000.0,2007,65000,False,360
1163,42,1000,0.2,7,19,1,1937,0.0,58,Outstanding,4734000.0,37,South East,0.0,1970,5000,False,360
1164,37,5000,0.2,2,16,1,1914,372000.0,39,Outstanding,18685000.0,28,South West,281000.0,1971,5000,False,360
1165,99,1000,0.2,9,18,0,1948,49000.0,47,Outstanding,6018000.0,33,North East,1274000.0,1970,20000,False,360
1166,52,0,0.2,1,24,0,1925,79000.0,99,Outstanding,300063000.0,74,London,37282000.0,1983,5000,False,360
1167,95,0,0.2,1,2,6,2005,0.0,51,Outstanding,96000.0,1,North West,14000.0,1978,20000,True,360
1168,82,1000,0.2,7,9,0,2013,0.0,99,Outstanding,94197000.0,45,London,3574000.0,1998,5000,False,360
1169,97,0,0.2,8,1,0,1923,24000.0,71,Outstanding,59639000.0,157,South West,15833000.0,1993,5000,False,360
1170,50,1000,0.2,4,18,0,1928,17000.0,60,Outstanding,7398000.0,1616,East,1634000.0,2000,5000,False,360
1171,17,0,0.2,10,15,0,1930,0.0,99,Outstanding,24070000.0,157,Scotland,8909000.0,2018,5000,False,360
1172,50,1000,0.2,1,12,0,1911,85000.0,61,Outstanding,16716000.0,2032,Scotland,30238000.0,2012,65000,False,360
1173,85,0,0.2,3,17,0,1997,0.0,78,Outstanding,2108000.0,19,Wales,431000.0,1982,5000,False,360
1174,70,0,0.2,10,18,0,1922,67000.0,99,Outstanding,13406000.0,1123,London,20234000.0,2001,5000,False,360
1175,90,5000,0.2,9,10,2,1943,0.0,47,Outstanding,38899000.0,2743,Yorkshire and the Humber,2605000.0,1982,5000,False,360
1176,100,5000,0.2,8,1,8,2005,218000.0,59,Outstanding,516000.0,17,North West,46000.0,2003,15000,False,360
1177,82,5000,0.2,6,10,0,1975,291000.0,83,Outstanding,239179000.0,1435,East,522000.0,1993,5000,False,360
1178,100,1000,0.2,5,7,1,1919,34000.0,60,Outstanding,567000.0,39,East,44000.0,1989,5000,False,360
1179,55,5000,0.2,3,11,0,1923,28000.0,74,Outstanding,107893000.0,497,South West,113627000.0,1992,5000,False,360
1180,92,1000,0.2,10,15,0,1926,144000.0,54,Outstanding,0.0,310,East Midlands,1104000.0,1973,60000,False,360
1181,38,1000,0.2,5,16,1,1987,37000.0,99,Outstanding,11804000.0,914,South West,18317000.0,1994,5000,False,360
1182,97,5000,0.2,0,5,6,1906,97000.0,99,Outstanding,22066000.0,394,North East,45273000.0,1977,5000,False,360
1183,66,1000,0.2,5,17,5,2001,74000.0,69,Outstanding,39327000.0,635,East,14338000.0,1973,10000,False,360
1184,97,1000,0.2,8,18,1,1947,36000.0,48,Outstanding,223635000.0,192,East,27499000.0,1982,5000,False,360
1185,69,5000,0.2,5,23,0,1997,227000.0,46,Outstanding,4188000.0,28,London,2164000.0,2015,20000,False,360
1186,59,0,0.2,1,16,0,1973,0.0,67,Outstanding,543727000.0,1046,West Midlands,37853000.0,2000,20000,False,360
1187,38,1000,0.2,10,16,1,1997,24000.0,63,Outstanding,12000.0,1,Scotland,80000.0,1983,40000,False,360
1188,81,5000,0.2,5,2,1,1949,57000.0,69,Outstanding,192528000.0,4905,West Midlands,0.0,1992,25000,False,360
1189,93,1000,0.2,0,9,2,1948,68000.0,89,Outstanding,61290000.0,234,Wales,1621000.0,2015,5000,False,360
1190,63,0,0.2,5,23,0,1928,22000.0,65,Outstanding,260206000.0,848,Yorkshire and the Humber,461000.0,1986,20000,False,360
1191,69,5000,0.2,1,12,0,1948,38000.0,63,Outstanding,6349000.0,16,West Midlands,568000.0,1996,10000,False,360
1192,45,1000,0.2,9,25,0,1933,77000.0,68,Outstanding,5115000.0,89,South East,88000.0,1975,5000,False,360
1193,85,0,0.2,7,22,0,2006,212000.0,71,Outstanding,50613000.0,2407,North West,3883000.0,1989,5000,False,360
1194,94,5000,0.2,8,15,0,1905,37000.0,56,Outstanding,131098000.0,404,West Midlands,6788000.0,1995,25000,False,360
1195,24,1000,0.2,2,10,0,1926,48000.0,99,Outstanding,768240000.0,14854,North West,7642000.0,1983,5000,False,360
1196,70,0,0.2,8,11,0,2002,22000.0,99,Outstanding,166300000.0,766,Scotland,5856000.0,2015,5000,False,360
1197,96,0,0.2,1,12,0,1978,25000.0,99,Outstanding,34880000.0,9668,East Midlands,418000.0,1970,20000,False,360
1198,47,1000,0.2,9,26,0,2011,31000.0,47,Outstanding,16769000.0,68,East,6305000.0,1970,20000,False,360
1199,41,0,0.2,1,8,0,2010,0.0,64,Outstanding,12414000.0,6645,Yorkshire and the Humber,1403000.0,1999,5000,False,360
1200,72,0,0.2,8,10,0,1971,60000.0,99,Outstanding,37743000.0,61,London,28586000.0,1975,5000,False,360
1201,100,1000,0.2,8,1,1,1946,71000.0,91,Outstanding,12416000.0,112,Yorkshire and the Humber,542000.0,1977,5000,False,360
1202,88,5000,0.2,9,18,1,1921,24000.0,48,Outstanding,333031000.0,584,London,4436000.0,2011,65000,True,360
1203,94,1000,0.2,8,9,0,1982,68000.0,99,Outstanding,16721000.0,32,South East,10760000.0,1998,65000,False,360
1204,74,5000,0.2,8,21,3,1966,68000.0,76,Outstanding,4852000.0,135,East,395000.0,1984,5000,False,360
1205,97,5000,0.2,8,10,1,1987,168000.0,87,Outstanding,835690000.0,1707,South East,747000.0,1972,20000,False,360
1206,68,5000,0.2,10,13,0,1922,14000.0,99,Outstanding,11834000.0,8060,South East,4387000.0,2014,10000,False,360
1207,79,0,0.2,8,3,1,1960,37000.0,45,Outstanding,6937000.0,23,Yorkshire and the Humber,733000.0,1974,5000,True,360
1208,75,5000,0.2,3,9,5,1936,133000.0,53,Outstanding,0.0,92,South East,102000.0,2014,10000,False,360
1209,77,5000,0.2,2,17,0,1955,60000.0,44,Outstanding,64000.0,1,Yorkshire and the Humber,70000.0,1970,5000,False,360
1210,84,0,0.2,4,10,0,1966,95000.0,86,Outstanding,1151569000.0,54,North East,1174000.0,2011,20000,False,360
1211,85,0,0.2,3,20,1,1950,43000.0,61,Outstanding,3734000.0,232,East,300000.0,1996,5000,False,360
1212,47,0,0.2,6,10,0,2016,403000.0,59,Outstanding,14147000.0,13,East Midlands,367000.0,2006,5000,False,360
1213,79,1000,0.2,4,20,0,2015,29000.0,44,Outstanding,22754000.0,10,Scotland,834000.0,2012,5000,False,360
1214,76,5000,0.2,5,20,0,1951,54000.0,57,Outstanding,329301000.0,917,Wales,2643000.0,1970,5000,False,360
1215,79,5000,0.2,1,10,0,2005,26000.0,99,Outstanding,685011000.0,14053,London,22779000.0,2001,5000,False,360
1216,87,5000,0.2,8,4,1,1992,17000.0,99,Outstanding,21271000.0,365,West Midlands,212728000.0,1986,65000,False,360
1217,31,1000,0.2,7,27,0,1931,76000.0,79,Outstanding,13720000.0,132,Wales,2693000.0,2012,5000,False,360
1218,31,1000,0.2,0,8,0,1959,30000.0,85,Outstanding,27424000.0,94,South West,1507000.0,1993,40000,False,360
1219,79,1000,0.2,7,5,0,1963,16000.0,99,Outstanding,33408000.0,54,West Midlands,30342000.0,1983,5000,False,360
1220,82,5000,0.2,9,22,0,1948,46000.0,57,Outstanding,1344000.0,39,West Midlands,510000.0,1989,5000,False,360
1221,53,5000,0.2,7,15,0,1961,33000.0,99,Outstanding,634815000.0,88,North West,535000.0,2007,15000,False,360
1222,77,0,0.2,3,7,3,1964,208000.0,61,Outstanding,346708000.0,1231,North West,2733000.0,2012,5000,False,360
1223,77,1000,0.2,2,15,0,1946,42000.0,78,Outstanding,394000.0,128,South West,193000.0,1979,5000,False,360
1224,45,5000,0.2,10,12,0,1946,204000.0,31,Outstanding,2890000.0,106,North West,95000.0,2015,5000,False,360
1225,94,5000,0.2,10,13,2,1916,93000.0,62,Outstanding,13476000.0,47,West Midlands,1392000.0,2012,15000,False,360
1226,68,0,0.2,10,5,3,1951,22000.0,76,Outstanding,5063000.0,140,South East,1551000.0,2019,5000,False,360
1227,95,5000,0.2,10,9,2,1909,109000.0,48,Outstanding,3122000.0,13,Wales,178000.0,1989,25000,False,360
1228,84,5000,0.2,10,17,3,1969,100000.0,50,Outstanding,7016000.0,4325,South West,6629000.0,2000,20000,False,360
1229,75,0,0.2,10,18,0,1955,100000.0,67,Outstanding,11643000.0,292,East,0.0,1974,5000,False,360
1230,76,5000,0.2,7,17,0,1943,23000.0,99,Outstanding,18967000.0,932,North West,12750000.0,2006,5000,False,360
1231,48,0,0.2,9,13,0,2010,57000.0,78,Outstanding,1053000.0,10,West Midlands,96000.0,2009,5000,False,360
1232,83,0,0.2,0,6,0,1936,307000.0,54,Outstanding,2050000.0,24,London,1678000.0,1984,65000,False,360
1233,59,1000,0.2,10,5,2,1959,35000.0,43,Outstanding,1956000.0,18,South East,282000.0,1988,40000,True,360
1234,97,1000,0.2,0,23,0,1993,0.0,99,Outstanding,28277000.0,3197,North West,15990000.0,1988,5000,False,360
1235,77,1000,0.2,7,7,3,1993,19000.0,68,Outstanding,65815000.0,64,North West,2582000.0,2014,5000,False,360
1236,28,1000,0.2,9,25,0,1931,95000.0,55,Outstanding,79362000.0,1455,Wales,3180000.0,2019,65000,False,360
1237,99,5000,0.2,9,11,8,1958,17000.0,24,Outstanding,10000.0,1,North East,0.0,2013,5000,False,360
1238,70,0,0.2,10,18,0,1995,0.0,68,Outstanding,66612000.0,47,Northern Ireland,5736000.0,1972,5000,False,360
1239,93,0,0.2,7,21,5,1989,132000.0,58,Outstanding,1888000.0,18,Ireland,0.0,2011,5000,False,360
1240,58,1000,0.2,9,24,2,1999,58000.0,35,Outstanding,11522000.0,8,Yorkshire and the Humber,244000.0,1979,5000,False,360
1241,96,1000,0.2,10,7,2,2012,94000.0,99,Outstanding,54882000.0,2113,East,51396000.0,1986,5000,False,360
1242,63,1000,0.2,5,8,0,1924,26000.0,83,Outstanding,237727000.0,5032,South East,0.0,2001,5000,False,360
1243,42,1000,0.2,2,20,0,1960,14000.0,99,Outstanding,372617000.0,385,South East,20377000.0,1986,20000,False,360
1244,85,0,0.2,9,2,6,1945,25000.0,69,Outstanding,86000.0,2,Northern Ireland,15000.0,2003,5000,False,360
1245,100,1000,0.2,3,8,0,1936,73000.0,99,Outstanding,63637000.0,1253,London,1720000.0,1978,5000,False,360
1246,50,5000,0.2,9,10,1,1971,122000.0,64,Outstanding,211685000.0,112,Yorkshire and the Humber,0.0,1980,20000,False,360
1247,75,5000,0.2,1,17,0,1978,17000.0,99,Outstanding,487725000.0,3697,West Midlands,1295000.0,2011,5000,False,360
1248,80,5000,0.2,3,13,0,1935,67000.0,99,Outstanding,14742000.0,14318,Ireland,9520000.0,2008,5000,False,360
1249,78,1000,0.2,10,20,1,2000,15000.0,99,Outstanding,666506000.0,216,Yorkshire and the Humber,11756000.0,1995,40000,False,360
1250,60,5000,0.2,9,13,1,1959,102000.0,99,Outstanding,191248000.0,14462,London,3908000.0,2000,5000,False,360
1251,97,1000,0.2,0,26,0,1925,0.0,74,Outstanding,106379000.0,115,East Midlands,14328000.0,1998,5000,False,360
1252,99,5000,0.2,7,2,5,1921,145000.0,62,Outstanding,1021000.0,145,East,748000.0,1994,15000,False,360
1253,77,5000,0.2,3,4,4,1989,37000.0,54,Outstanding,2662000.0,12,East,122000.0,1971,20000,False,360
1254,54,5000,0.2,5,16,1,1940,57000.0,88,Outstanding,772564000.0,3075,Ireland,3224000.0,1982,5000,False,360
1255,26,1000,0.2,8,12,0,1982,152000.0,44,Outstanding,9038000.0,106,South West,743000.0,1974,5000,False,360
1256,81,0,0.2,0,12,0,1927,89000.0,36,Outstanding,0.0,4,East,51000.0,1998,5000,False,360
1257,17,0,0.2,1,22,0,1992,36000.0,99,Outstanding,414319000.0,135,East Midlands,999000.0,1987,15000,False,360
1258,98,5000,0.2,0,23,0,1997,0.0,99,Outstanding,545966000.0,4798,West Midlands,0.0,2000,5000,False,360
1259,90,0,0.2,7,25,0,1987,0.0,73,Outstanding,1768000.0,234,South East,0.0,1981,5000,False,360
1260,35,5000,0.2,8,20,0,1929,34000.0,72,Outstanding,877308000.0,5038,East Midlands,1070000.0,1998,15000,False,360
1261,58,1000,0.2,2,20,2,1959,56000.0,99,Outstanding,845167000.0,415,Scotland,1675000.0,1994,5000,False,360
1262,96,1000,0.2,5,6,1,1951,17000.0,66,Outstanding,57918000.0,2992,London,0.0,1980,20000,False,360
1263,99,5000,0.2,6,6,4,1904,101000.0,60,Outstanding,44680000.0,8996,West Midlands,3624000.0,1987,5000,False,360
1264,63,1000,0.2,1,13,0,1964,14000.0,99,Outstanding,94148000.0,9761,London,13140000.0,1989,5000,False,360
1265,63,5000,0.2,3,14,2,1907,36000.0,32,Outstanding,345000.0,7,East Midlands,195000.0,1976,5000,False,360
1266,93,1000,0.2,1,4,2,1950,77000.0,44,Outstanding,1705000.0,17,South East,619000.0,2011,65000,False,360
1267,62,5000,0.2,6,21,0,1968,0.0,68,Outstanding,107000.0,11,Wales,34000.0,2006,60000,False,360
1268,54,0,0.2,1,24,1,1994,0.0,99,Outstanding,327930000.0,5606,Yorkshire and the Humber,8523000.0,2010,5000,False,360
1269,54,5000,0.2,6,15,2,1919,46000.0,84,Outstanding,7294000.0,9889,North East,682000.0,1978,20000,False,360
1270,90,0,0.2,7,5,3,1997,0.0,73,Outstanding,21914000.0,552,Wales,38399000.0,2013,25000,False,360
1271,82,5000,0.2,8,16,1,1930,0.0,99,Outstanding,171249000.0,4287,London,365871000.0,2004,20000,False,360
1272,73,1000,0.2,0,19,4,2003,76000.0,68,Outstanding,1062586000.0,179,Scotland,742000.0,2003,40000,False,360
1273,60,0,0.2,9,21,0,1947,0.0,69,Outstanding,13072000.0,366,Scotland,24760000.0,1994,5000,False,360
1274,72,1000,0.2,2,17,0,2014,42000.0,66,Outstanding,5688000.0,287,North East,297000.0,1999,60000,False,360
1275,33,5000,0.2,1,19,0,1973,54000.0,76,Outstanding,8639000.0,3153,Yorkshire and the Humber,103419000.0,2012,5000,False,360
1276,18,1000,0.2,10,19,0,2010,19000.0,99,Outstanding,262290000.0,5533,London,1597000.0,1983,65000,False,360
1277,35,1000,0.2,1,12,1,2013,0.0,99,Outstanding,93851000.0,59,South West,16755000.0,1985,5000,False,360
1278,81,0,0.2,6,14,0,1943,66000.0,70,Outstanding,7330000.0,42,West Midlands,115000.0,2013,65000,False,360
1279,67,0,0.2,6,19,0,2009,134000.0,70,Outstanding,8971000.0,212,London,180000.0,2001,65000,False,360
1280,59,1000,0.2,7,14,0,1998,29000.0,99,Outstanding,1063129000.0,6439,Wales,920000.0,1983,65000,False,360
1281,41,1000,0.2,4,14,0,2017,23000.0,49,Outstanding,6990000.0,155,South West,3596000.0,1998,5000,False,360
1282,21,0,0.2,5,17,0,1979,271000.0,51,Outstanding,45963000.0,38,South East,8816000.0,1985,5000,False,360
1283,84,5000,0.2,6,7,2,1958,0.0,82,Outstanding,16345000.0,484,North East,2986000.0,1977,65000,False,360
1284,50,5000,0.2,2,13,2,1904,90000.0,99,Outstanding,28698000.0,6531,East,623000.0,1974,5000,False,360
1285,72,1000,0.2,6,17,6,1941,0.0,35,Outstanding,17411000.0,34,East,100000.0,1977,60000,False,360
1286,92,5000,0.2,4,2,6,1948,31000.0,99,Outstanding,226540000.0,68,East Midlands,178136000.0,1977,40000,False,360
1287,42,0,0.2,10,13,0,1992,32000.0,61,Outstanding,573381000.0,1133,East Midlands,3173000.0,2005,65000,False,360
1288,67,5000,0.2,5,13,0,1963,0.0,81,Outstanding,16871000.0,414,Wales,2393000.0,2001,5000,False,360
1289,53,0,0.2,0,9,0,1969,209000.0,61,Outstanding,5438000.0,642,South East,0.0,1990,5000,False,360
1290,97,0,0.2,3,6,6,1928,259000.0,57,Outstanding,27294000.0,101,Scotland,1146000.0,1982,5000,True,360
1291,29,0,0.2,10,22,0,1924,26000.0,99,Outstanding,14980000.0,489,Wales,80304000.0,1972,10000,False,360
1292,99,1000,0.2,0,4,3,1957,28000.0,99,Outstanding,136195000.0,77,East,5069000.0,1982,65000,False,360
1293,36,1000,0.2,5,26,0,1961,23000.0,81,Outstanding,468839000.0,150,London,25103000.0,2007,5000,False,360
1294,77,1000,0.2,7,22,0,1957,15000.0,55,Outstanding,111451000.0,931,South West,2729000.0,2003,5000,False,360
1295,38,5000,0.2,4,13,0,1943,135000.0,48,Outstanding,172679000.0,462,Scotland,17564000.0,2004,5000,False,360
1296,74,1000,0.2,6,20,0,1953,238000.0,44,Outstanding,2261000.0,36,North East,429000.0,2018,5000,False,360
1297,52,0,0.2,7,13,0,1965,18000.0,81,Outstanding,284778000.0,7979,East,0.0,2006,5000,False,360
1298,62,1000,0.2,6,7,2,2002,30000.0,86,Outstanding,18401000.0,77,North West,1238000.0,2015,5000,False,360
1299,95,0,0.2,2,4,2,1977,0.0,69,Outstanding,0.0,21,South West,115000.0,1994,5000,False,360
1300,85,5000,0.2,3,9,4,1941,50000.0,49,Outstanding,101807000.0,54,Northern Ireland,2072000.0,1972,60000,False,360
1301,70,5000,0.2,9,14,0,1997,189000.0,56,Outstanding,151469000.0,1079,South East,5165000.0,1980,5000,False,360
1302,63,1000,0.2,2,20,0,1999,58000.0,99,Outstanding,383347000.0,6234,East,14912000.0,1985,40000,False,360
1303,82,0,0.2,3,4,1,1904,66000.0,76,Outstanding,83023000.0,7104,West Midlands,130556000.0,1979,5000,False,360
1304,21,0,0.2,4,17,0,1968,292000.0,45,Outstanding,4579000.0,226,West Midlands,118000.0,1999,5000,False,360
1305,82,5000,0.2,10,18,2,1923,78000.0,56,Outstanding,12076000.0,31,North West,101000.0,2004,10000,False,360
1306,46,1000,0.2,2,11,0,1925,198000.0,62,Outstanding,89585000.0,337,Yorkshire and the Humber,1873000.0,2011,40000,False,360
1307,86,1000,0.2,6,20,5,1909,68000.0,49,Outstanding,32000.0,1,East Midlands,32000.0,1973,10000,True,360
1308,98,0,0.2,3,9,9,1906,62000.0,49,Outstanding,11564000.0,20939,South East,537000.0,1998,15000,False,360
1309,87,5000,0.2,10,21,2,2008,266000.0,62,Outstanding,321000.0,7,East Midlands,45000.0,1978,5000,False,360
1310,97,0,0.2,2,10,0,1981,215000.0,42,Outstanding,220937000.0,259,North East,474000.0,1990,5000,False,360
